logIn;03.05.2021;07:00:00;MediOrg
logIn;03.05.2021;12:00:00;MediOrg
logIn;04.05.2021;06:51:00;MediOrg
logIn;04.05.2021;13:04:00;MediOrg
logIn;05.05.2021;06:58:00;MediOrg
logIn;05.05.2021;12:55:00;MediOrg
logIn;06.05.2021;07:06:00;MediOrg
logIn;06.05.2021;12:54:00;MediOrg
logIn;07.05.2021;06:50:00;MediOrg
logIn;07.05.2021;12:57:00;MediOrg
logIn;09.05.2021;16:00:00;MediOrg
logIn;09.05.2021;20:15:00;MediOrg
logIn;10.05.2021;06:52:00;MediOrg
logIn;10.05.2021;14:20:00;MediOrg
logIn;11.05.2021;06:55:00;MediOrg
logIn;11.05.2021;13:17:00;MediOrg
logIn;11.05.2021;17:27:00;MediOrg
logIn;12.05.2021;07:06:00;MediOrg
logIn;12.05.2021;12:33:00;MediOrg
logIn;13.05.2021;07:39:00;MediOrg
logIn;14.05.2021;07:00:00;MediOrg
logIn;17.05.2021;06:36:00;MediOrg
logIn;17.05.2021;13:45:00;MediOrg
logIn;18.05.2021;06:38:00;MediOrg
logIn;18.05.2021;12:36:00;MediOrg
logIn;19.05.2021;06:45:00;MediOrg
logIn;19.05.2021;13:51:00;MediOrg
logIn;20.05.2021;06:45:00;MediOrg
logIn;20.05.2021;13:06:00;MediOrg
logIn;21.05.2021;06:59:00;MediOrg
logIn;21.05.2021;13:18:00;MediOrg
logIn;21.05.2021;20:30:00;MediOrg
logIn;22.05.2021;09:00:00;MediOrg
logIn;22.05.2021;12:39:00;MediOrg
logIn;22.05.2021;15:15:00;MediOrg
logIn;22.05.2021;19:03:00;MediOrg
logIn;23.05.2021;09:15:00;MediOrg
logIn;23.05.2021;11:05:00;MediOrg
logIn;24.05.2021;10:00:00;MediOrg
logIn;24.05.2021;13:50:00;MediOrg
logIn;25.05.2021;07:03:00;MediOrg
logIn;25.05.2021;13:05:00;MediOrg
logIn;26.05.2021;07:05:00;MediOrg
logIn;26.05.2021;12:50:00;MediOrg
logIn;27.05.2021;07:09:00;MediOrg
logIn;27.05.2021;13:13:00;MediOrg
logIn;28.05.2021;07:21:00;MediOrg
logIn;28.05.2021;13:00:00;MediOrg
logIn;29.05.2021;08:23:00;MediOrg
logIn;29.05.2021;14:00:00;MediOrg
logIn;30.05.2021;08:15:00;MediOrg
logIn;30.05.2021;13:44:00;MediOrg
logIn;30.05.2021;16:13:00;MediOrg
logIn;31.05.2021;07:02:00;MediOrg
logOut;03.05.2021;11:00:00;MediOrg
logOut;03.05.2021;16:00:00;MediOrg
logOut;04.05.2021;11:52:00;MediOrg
logOut;04.05.2021;16:28:00;MediOrg
logOut;05.05.2021;12:00:00;MediOrg
logOut;05.05.2021;17:15:00;MediOrg
logOut;06.05.2021;12:05:00;MediOrg
logOut;06.05.2021;16:26:00;MediOrg
logOut;07.05.2021;11:34:00;MediOrg
logOut;07.05.2021;15:25:00;MediOrg
logOut;09.05.2021;17:49:00;MediOrg
logOut;09.05.2021;21:29:00;MediOrg
logOut;10.05.2021;09:45:00;MediOrg
logOut;10.05.2021;16:17:00;MediOrg
logOut;11.05.2021;12:16:00;MediOrg
logOut;11.05.2021;16:45:00;MediOrg
logOut;11.05.2021;18:15:00;MediOrg
logOut;12.05.2021;10:45:00;MediOrg
logOut;12.05.2021;14:49:00;MediOrg
logOut;13.05.2021;12:11:00;MediOrg
logOut;14.05.2021;11:53:00;MediOrg
logOut;17.05.2021;12:25:00;MediOrg
logOut;17.05.2021;18:29:00;MediOrg
logOut;18.05.2021;07:24:00;MediOrg
logOut;18.05.2021;14:55:00;MediOrg
logOut;19.05.2021;13:00:00;MediOrg
logOut;19.05.2021;17:20:00;MediOrg
logOut;20.05.2021;12:06:00;MediOrg
logOut;20.05.2021;17:34:00;MediOrg
logOut;21.05.2021;12:17:00;MediOrg
logOut;21.05.2021;16:52:00;MediOrg
logOut;21.05.2021;21:30:00;MediOrg
logOut;22.05.2021;11:50:00;MediOrg
logOut;22.05.2021;15:15:00;MediOrg
logOut;22.05.2021;17:15:00;MediOrg
logOut;22.05.2021;19:55:00;MediOrg
logOut;23.05.2021;10:10:00;MediOrg
logOut;23.05.2021;11:05:00;MediOrg
logOut;24.05.2021;12:00:00;MediOrg
logOut;24.05.2021;16:28:00;MediOrg
logOut;25.05.2021;12:00:00;MediOrg
logOut;25.05.2021;16:36:00;MediOrg
logOut;26.05.2021;11:45:00;MediOrg
logOut;26.05.2021;16:53:00;MediOrg
logOut;27.05.2021;11:05:00;MediOrg
logOut;27.05.2021;19:09:00;MediOrg
logOut;28.05.2021;12:35:00;MediOrg
logOut;28.05.2021;16:30:00;MediOrg
logOut;29.05.2021;09:23:00;MediOrg
logOut;29.05.2021;17:00:00;MediOrg
logOut;30.05.2021;11:45:00;MediOrg
logOut;30.05.2021;15:20:00;MediOrg
logOut;30.05.2021;17:30:00;MediOrg
logOut;31.05.2021;09:45:00;MediOrg
